,composition,Eg
6302,Pb0.8Se0.8Bi0.4Te0.6,0.22
6303,ScTa2O5N,2.67
6304,Cu2ZnSnTe4,1.39
6305,Ni2Ge,0.0
6306,UCo2Ge2,0.0
6307,Al3Tc,0.0
6308,Ba2InCeTe5,1.35
6309,InAs,0.42
6310,ZnO,3.48
6311,Y2Fe2Si2C.12,0.0
6312,TaGaSe2,2.17
6313,Hg3Te2UCl6,2.6
6314,Pb2MnO4,1.5
6315,SbSI,1.92
6316,TmAu,0.0
6317,U3Cu2Se7,0.0
6318,Pb0.99Sn0.01Se,0.22
6319,EuGa2Te4,1.7
6320,InSb,0.24
6321,GaAs,1.52
6322,Ho2Co17,0.0
6323,Pb3BiV3O12,2.5
6324,Ba3La3Cu6O14,1.8
6325,TiCr3(PO4)6.146,0.0
6326,Ca2Sn2F3,0.0
6327,Tb2Mo3O12,1.6
6328,SrLa2S4,2.85
6329,Li2Ni5(PO4)4.2,0.0
6330,LaCdAg2,0.0
6331,NdGa2Ni,0.0
6332,Nd4MgRu,0.0
6333,BiFeSe3O9,2.54
6334,LiCo(CO3)2.148,0.0
6335,Sb2Te3,0.21
6336,Pb0.94Sn0.06Se,0.17
6337,Dy2C,0.0
6338,GaSb,0.77
6339,AlVCo2,0.0
6340,Ag0.5Pb1.75GeSe4,1.51
6341,LaVI5O16,3.58
6342,Hg4P2HfCl6,3.26
6343,FeP,0.0
6344,Ba3Al2Ge2,0.0
6345,CoP2,0.35
6346,U2Co21B6,0.0
6347,In2Se3,1.42
6348,Sm2IO2,0.0
6349,Bi2S3,1.2
6350,KAuI4O12,2.75
6351,PmHgAu2,0.0
6352,InSe,1.32
6353,Cu0.1Ga1.9S2.9,2.6
