,composition,Tc
14518,Mo1Re4,7.85
14519,Y1Ba2Cu2.961Zn0.039O6.7,38.0
14521,Cu0.75Ce0.25Sr2Y1.3Ce0.7Cu2O8.91,10.0
14522,Ba1Fe1.874Co0.126As2,23.45
14523,B2Mg0.9,38.2
14524,Nb75Ga15Al10,18.55
14527,Th1Ru3.5Si2,3.98
14528,Ba4Ir8Ge28,3.2
14530,Bi4Sr3Ca1.4Y1.6Cu4O16,85.8
14532,Y0.2Eu0.8Ba2Cu3O7,93.8
14533,Tl1Sr2Ca0.7Y0.3Cu2O6.84,87.0
14535,Y0.868Ca0.132Ba2Cu3O6.928,75.0
14536,Ba0.797K0.203Fe2As2,17.0
14538,Sc1Os1B2,1.34
14539,O1W3,1.675
14540,La1.99Sr0.01Cu1O4.13,40.0
14541,Ba8Si34Ge12,4.0
14542,Bi2Sr2Ca1Cu2O8.231,83.7
14546,Y1Ba2.2Cu4O8,80.0
14547,Ti0.975V0.025,1.4
14550,Dy1Ba2Cu3O6.9,92.3
14551,Eu1Fe1.5Ru0.5As2,21.5
14552,Sn1.15Ta1S3.15,2.85
14556,La1Bi1S1.8Se0.2F0.5O0.5,2.19
14557,Mo0.6Re0.4,11.63333333
14558,Ba0.61K0.39Bi1O3,31.5
14560,Yb1Sb2,1.3
14561,Hg1Ba2Ca2Cu3O8.17,96.0
14562,Y1Ba2Cu2.7Ni0.3O6.88,73.0
14563,Y1Sr2Cu2.85Re0.15O7,53.0
14565,Nb2.85Ta0.15Al1,16.8
14566,Y1Ir1Si1,2.7
14567,Hg1Ba2Cu1O4.18,95.16
14568,Pr1Pt4Ge8Sb4,1.4
14569,Gd0.8Ca0.05Mo0.15Ba2Cu3O6.651,66.1
14570,La1.35Ca0.15Nd0.5Cu1O4,26.0
14571,Ni19.5Zr78Mn2.5,1.41
14572,Y1Ba2Cu2.85Ni0.15O6.78,41.3
14573,Y1Ba2Cu2.94Zn0.06O6.84,60.8
14574,Y0.92Lu0.08Ni2B2C1,15.2
14575,Eu0.6Sr0.4Fe1.715Co0.285As2,13.9
14576,Pb1Mo5.1S4,14.51
14577,Bi2Sr1.6La0.4Cu1O6,32.0
14578,C0.99Nb1,10.6
14579,Ba7Ca1Si46,7.65
14583,Nb3Sn0.35Sb0.65,10.5
14584,Nb2.85Ti0.15Sn1,17.9
14585,Sr2Tm1Cu3O7.2,62.0
14587,Ca0.85Pr0.15Fe1As2,21.0
14589,V3Si0.1Ga0.9,10.6
14590,Tl0.5Ba2Ca1.3Be0.7Cu3.5O7.886,95.0
14592,La1Bi1Se1S1F0.5,5.24
14593,Er0.2Y0.8Pd2Sn1,4.38
14594,Er1Ba2Cu2.7Zn0.3O6.86,32.0
14595,Nd0.85Pr0.15Ba2Cu3O6.85,41.3
14596,La0.93Nd0.07Pt1Si1,2.29
14597,Sm1Ba1.85Pr0.15Cu3O7.02,35.0
14598,Nb0.75Al0.15Si0.1,15.4
14600,Sr2Nd0.5Ca0.5Cu2F1O5,70.9
14601,Ba1Fe1.922Rh0.078As2,15.9
14602,Y1Ba1.9La0.1Cu3O6.73,92.85
14603,Sr0.065Bi2Se3,2.6
14604,Lu1Fe3Si5,6.0
14605,Tm1Ba2Cu3O7,90.83333333
14606,Cd0.1Pd0.9,6.92
14608,Y1Ba2Cu2.931Zn0.069O6.6,20.0
14610,In0.9Pb0.1,4.435
14611,K2In1Mo15Se19,1.3
14613,Fe2As2Ca4Sc2.01Ti0.99O7.5,31.0
14614,La0.97Pr0.85Sr0.18Cu1O4,28.0
14615,Ho1Rh3.6Ru0.4B4,6.42
14616,Bi2Sr2Ca1Cu2O8.218,70.0
14617,Rb0.8Fe1.68Se2,32.0
14619,Hf1V1.85Fe0.15,7.04
14620,Bi1.95Sr1.65La0.4Cu1F0.2O6,30.1
14621,Bi1.95Sr1.65La0.4Cu1F0.4O5.8,29.0
14623,Ca0.941Pr0.059Fe2As2,28.9
14624,Y0.8Pr0.2Ba2Cu3O6.96,72.35
14625,Ba2Bi3,4.44
14627,Bi1.8Pb0.2Sr1.25La0.75Cu1OY,26.9
14630,Sn0.5277Pb0.3523In0.12Te1,3.58
14632,Y1.2Mo6S8,2.1
14633,Nd0.6Sm0.4Bi1S2F0.5O0.5,5.32
14634,Nd1Fe1As1F0.18O0.82,49.66666667
14635,Sr2Cu1C0.91B0.09O5,26.5
14637,La1.04Pr0.85Sr0.11Cu1O4,17.0
14639,Cd2Re2O7,1.102857143
14640,Mo0.99Mn0.01Ga4,3.94
14642,La1.8Sr0.2Cu0.9883Zn0.0117O4,23.6
14643,Ce1Co0.5Rh0.5In5,1.6
14644,La1.736Nd0.114Ca0.138Ba0.012Cu1O4.02,29.4
14646,Eu1Fe1As1.64P0.36,28.0
14647,Nb0.67Hf0.33N1,10.2
14648,Nb1Se3,3.7366666669999997
14649,B5Mo1.9Y0.1,8.0
14650,Mg0.4Ti0.6B2,37.6
14651,La1Fe0.2Zn0.8As1F0.15O0.85,23.9
14652,Hf0.25Zr0.75,6.62
14654,Cu1.3Mo6S8,10.3
14655,U0.9Th0.1Pd2Al3,1.28
14656,Pb3Zr5,4.6
14657,Ge0.7Mo1,1.2
14658,La1.935K0.065Cu1O4,20.0
14659,Tb1Fe1As1O0.85,44.4
14660,Ca1Cs1Fe4As4,31.6
14661,Yb1Ba2Cu3O6.93,89.5
14662,N1.07Nb1,14.4
14663,Ba1Al1Sn1,2.9
14664,U0.7La0.3Pd2Al3,1.2
14665,Au1Tl2,4.25
14666,Os0.362Re0.638,1.35
14668,La0.9916Sm0.0084,4.22
14669,Ce1Fe1As1H0.6O0.6,45.8
14670,Ho1Ba2Cu4O8,76.2
14673,Pr1Pt2.1B2.4C1.2,6.0
14674,Er1Ba2Cu3O6.935,88.0
14675,Bi1.6Sr0.4Yb1Cu3O6.999,82.0
14676,Lu1Ru2Si2,2.4
14677,Lu0.9Ho0.1Ru1B2,7.53
14678,Nb0.63Ta0.37,6.84
14679,La1.835Nd0.04Sr0.125Cu1O4,32.0
14680,Pr1Fe0.9Co0.1As0.5P0.5O1,7.46
14682,Pt0.3Ta0.7,1.225
14686,Nb5Sb4,8.6
14687,Tl1Sr1.5Lu0.5Ca1Cu2O7,82.0
14688,La1.72Nd0.1Ba0.18Cu1O4,19.8
14689,Pr1Pt4Ge11Sb1,2.68
14690,La1Ba1.5Ca0.5Cu3O6.85,76.0
14691,In1Sc1Au2,3.02
14692,Tl1.4Ba2Ca2.6Cu3O9.53,118.0
14693,Y0.5Ca0.5Ba1.2La0.8Cu3O7.12,82.0
14694,Ce1Rh0.4Co0.6In5,1.43
14695,Y1Ba2Cu2.7Ag0.3OY,90.2
14696,Sm4Fe2As2Te0.92O4,25.0
14697,Bi1.6Pb0.4Sr2Cu3Ca2O10.08,60.0
14698,Nb0.05Mo0.95C1,13.5
14699,Y1Sr2Cu2.65Ga0.35O6.7,21.0
14701,H0.5Li1Nb1O2,5.5
14704,Ca1.9Cu1Cl2O2,15.0
14705,Ba1Fe1.83Co0.17As2,19.6
14706,Hf0.05Nb0.95,9.52
14707,Ba1Fe1.79Zn0.1Co0.11As2,8.0
14708,Y2Rh3Si5,2.7
14709,Dy1Ni1.99Co0.02B2C1,3.1
14710,Ru0.4W0.6,4.835
14712,Hg1Pb1.8,5.7
14715,Ca1La1Ba1Cu2.76Fe0.24O7,22.0
14718,Bi1.4Pb0.6Sr2Ca1.9Ga0.1Cu3O7,104.4
14719,Y0.8Ca0.2Ba2Cu3O6.49,61.0
14720,Y0.95Ca0.05Ba2Cu2.8Zn0.2O6.74,3.5
14721,Ca8.41Nd1.59Pt3Fe10As18,28.1
14723,La1.88Ca0.12Cu1O4,24.0
14724,Mo1Sr2Sm1.5Ce1Cu2O10,18.0
14725,Rh0.12Ti0.88,4.0
14726,La0.8Pr0.2Ba2Cu3O7,59.8
14727,Ba8Si25Ge21,2.8
14728,Na0.3Sb1Ta2S5,3.5
14730,Ca1La1Ba1Cu2.85Zn0.045O7,55.0
14732,Y0.6Th0.4Ni1C2,7.85
14733,Ga0.01Sn0.99,3.7260000000000004
14734,Mo2N1,5.1
14736,In0.03Sn0.97Te1.01,1.07
14738,Ir0.28W0.72,4.475
14739,Ru1Sr1.94La0.06Eu1Cu2O8,7.0
14740,Na1Fe2Se2,46.0
14742,Sr2Y1Cu3O7.95,62.0
14743,La0.75Y0.25F0.5Bi1S2O0.5,3.1
14744,Tm1Rh4B4,8.888
14746,Y1Ba1.8La0.2Cu4O7.9,60.1
14747,Gd1.1Ba1.9Cu3O7,93.0
14749,Ca1.85Na0.15Cu1Br2O2,10.0
14750,Ba8Si23Ge23,2.28
14751,B12Li1.7,7.05
14752,Nb0.75Al0.1875Ge0.0625,20.0
14753,La1.765Nd0.125Sr0.11Cu1O4,26.0
14754,Rh0.01Zr0.99,2.92
14756,La1Mo6S8,6.73
14757,C60Rb4,29.0
14758,Nb99.861O0.139,9.03
14759,Y1Ni1.6Pt0.4B2C1,12.1
14760,Tm1Ni1.99Co0.02B2C1,10.3
14761,Ru0.9Nb0.1Sr2Gd1Cu2O8,11.65
14762,Y1Ba2Cu2.95Zn0.05O6.8,60.0
14764,Pb2Sr2Eu0.9Ca0.1Cu3O8.1,69.0
14767,Tb1Fe1As1O0.82,43.8
14768,Nb3Al0.39Ge0.61,7.3
14769,Mo0.96Zr0.04B2,5.74
14772,Bi0.5Cd0.25Pb0.25Sn0.12,8.2
14773,Bi1Zr3,2.84
14774,Nb0.87Si0.09N0.87O0.13,16.35
14775,Y0.8Ca0.2Ba2Cu3O6.3,40.6
14776,Y0.8Pr0.2Ba2Cu3O7.1,57.6
14777,Ir0.64Rh0.3Se2,8.77
14778,Y1Ba2Cu2.64Fe0.36O7,32.0
14780,Nb0.92Ti0.08N0.93,15.2
14781,La1.736Nd0.117Ca0.138Ba0.012Cu1O4,29.4
14782,Ca10Pt4.05Fe8.95As18,13.0
14784,V0.75Ge0.175Al0.075,10.8
14787,Hf1N1Cl0.7,24.0
14788,La1.9Sr0.1Cu0.99Ni0.01O4,12.3
14789,Ba1Fe2As1.46P0.54,24.5
14790,Nd1Rh4B4,5.323333333
14791,La1.5Ba1Ca0.5Cu3O7.126,67.0
14795,Sm1Ba2Cu3O6.927,88.1
14796,H15Th4,8.025
14799,Y0.8Ca0.2Ba2Cu3O6.51,62.6
14800,Y0.95Pr0.05Ba2Cu3O6.97,91.5
14801,C1Re0.01W1,1.3
14802,Er1Ba2Cu2.76Zn0.24O6.89,36.0
14803,Nb0.24Tc0.76,12.9
14805,Mo0.3Nb0.7,2.575
14806,Mg1B1.96C0.04,36.25
14807,Tb0.8Th0.2Fe1As1O1,52.0
14808,V1.5Nb1.5Sb1,7.4
14809,Sn0.5Eu0.5Mo6S8,10.2
14810,Eu1.5Ce0.5Sr2Cu2Nb1O10,23.5
14811,Ge1.78La1,1.57
14812,Ho1.8Dy0.2Ni2B2C1,6.6
14813,Y1.4Ti0.6C3,12.9
14814,Ce1Fe1As1H0.22O0.78,48.0
14817,Sr1Fe1.826Co0.174As2,9.5
14818,Ce1Ni0.8Bi2,4.15
14820,Mg0.97Al0.03B2,37.3
14821,Y0.85Pr0.15Ba2Cu3O6.84,75.0
14822,Fe1.02Te0.8Se0.2,13.6
14823,Y1Ni1Pd1B2C1,11.8
14824,Dy0.6Tm0.4Ni2B2C1,5.77
14825,La1Fe1As1H0.85,35.0
14826,Sm1Fe0.9Ru0.1As1F0.15O0.85,21.7
14827,Eu0.7Pr0.3Ba2Cu3O6.66,41.0
14828,K0.8Fe1.992Co0.008Se2,17.0
14830,Y0.9Ca0.1Ba2Cu2.9Co0.1O6.95,88.0
14831,Rh0.075Zr0.925,6.225
14832,Y0.4Pr0.6Ba1Sr1Cu3O7,23.0
14833,V3Si0.2Ge0.8,6.1
14834,P1Sn1,2.0
14835,Y1Ba1.9La0.1Cu3O6.7,54.5
14836,Y1Ni2B2C1,14.17727273
14837,Er0.99Ca0.01Ba2Cu4O8,79.3
14839,La1Ba0.8Ca1.2Cu3O7.11,60.0
14841,In0.91Te1,2.04
14842,V3Si0.79Ga0.21,10.7
14843,Pd2Y0.8Dy0.2Sn1,1.4
14845,La2.82Pr0.18S4,4.33
14846,Nd1.2Ba1.6Ca0.2Cu3O6.929,51.0
14847,La1.83Sr0.17Cu0.98Ni0.02O4,22.45
14848,Ag1.2Mo4.8S6,8.9
14849,Mo0.4Tc0.6,14.7
14852,Er0.73Ho0.27Rh4B4,8.06
14853,Y0.75Ca0.05Pr0.2Ba2Cu3O6.95,76.4
14854,Sn0.6In0.4Te1,4.51
14857,Pb1Mo6S7,11.1
14858,Eu0.5K0.5Fe2As2,32.16666667
14859,Lu0.37Dy0.63Ni2B2C1,3.59
14861,Nb3Sn0.7Al0.3,15.775
14862,V3Si0.9Al0.1,14.0
14863,Ce1Fe0.83Co0.17As1H1,19.5
14864,Al0.12V0.88,1.73
14867,Sr1Fe1.8Co0.2As2,18.365
14869,Sr4Ca10Cu24O41,2.0
14870,Hf1Os2,2.27
14872,Mo0.3Tc0.7,12.0
14873,La1Fe1As1H0.41O0.59,19.5
14874,Au0.24Nb0.76,10.78
14877,Ce1Ir0.75Co0.25In5,1.52
14880,Pd0.6W0.4,1.29
14881,Y1Sr1.55Ba0.45Cu2.5B0.5O7,16.0
14882,Mg1C1Ni2.995Ru0.005,6.92
14883,Bi1Pd1,3.746666667
14885,Y1Ba1.9Cs0.1Cu3O6.65,93.45
14886,Au1.3Pd0.7In1Y1,2.68
14887,Ca1.5Na0.5Cu1Cl2O2,28.5
14888,Ce1Fe1As1F0.11O0.89,47.0
14889,La1.855Sr0.145Cu0.99Ni0.01O4,33.0
14890,Rh1Se1.75,6.0
14891,Eu1.84075Y0.00925Ce0.15Cu1O4,5.2
14892,Ge2Y1,3.8
14893,Y0.9Ca0.1Ba1.9La0.1Cu4O7.8,79.0
14896,Tl0.67Cr0.33Sr4Cu2C1O10,77.0
14897,Pd31Zr69,2.34
14898,Y1Ba2Cu2.919Zn0.081O6.83,28.0
14899,Nd0.95La0.9Ce0.15Cu1O4,20.2
14902,La0.996Tb0.004Al2,2.4
14903,Ni1Zr2,1.9816666669999998
14908,Rh0.065Zr0.935,5.9
14910,La1N1,1.175
14911,Sm1.85Ce0.15Cu1O3.97,21.8
14912,Sm1Ba1.8Pr0.2Cu3O7.04,26.5
14916,La1.83Sr0.15Na0.02Cu1O4,37.0
14917,Bi2Sr2Ca1Cu2O8.256,67.2
14918,Y0.76Ca0.24Ba2Cu2.55Co0.45O6.93,51.0
14919,Sm1Fe0.7Ru0.3As1F0.15O0.85,12.5
14921,Sr1Pd1.8Rh0.2Ge2,2.92
14922,Hg0.8Bi0.2Sr2Ca2Cu3O8.35,102.0
14925,Pd0.87Te2,1.85
14926,Tl2Ba2Ca2Cu3O9.964,112.0
14927,Cu0.02Fe0.98Se0.85,4.1
14928,Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.6,61.0
14929,La1.885Sr0.115Cu1O4,28.414
14930,Rh0.07Zr0.93,5.95
14931,Ba0.77K0.23Bi1O3,28.0
14932,Tl1.6Ba2Ca2.4Cu3O9.67,118.0
14933,La1.9Sr0.1Cu0.995Zn0.005O4,19.645
14934,Sr2Y1Cu3O7.65,69.5
14935,Tl1Sr1.8Ca0.2Yb1Cu2O7,45.0
14936,Sn0.25Te0.75,1.7
14937,Ca9.29Sm0.71Pt3Fe10As18,26.2
14938,Hg1Ba2Ca1Cu2O6.22,127.0
14940,Fe1Te0.6Se0.4,13.36666667
14941,Ce0.5Yb0.5Co1In5,1.19
14943,Sr1Fe1.75Co0.25As2,15.7
14944,Ca3Ir4Ge13,1.7
14945,Ag0.81Sn1.19Se2,6.415
14947,Y0.7Pr0.3Ba2Cu3O6.75,25.2
14948,Y0.9Ca0.1Ba2Cu2.55Co0.45O7.02,18.0
14950,Cu1Co1.9Cr0.1S4,3.0
14951,B1Hf1,3.1
14952,Cu4.5Sr2Ca3Cr0.5O11.45,71.0
14953,Bi1.8Pb0.2Sr1.7La0.3Cu1OY,27.4
14954,Ba0.1Pb3Sr0.9,1.75
14955,La0.8Y0.2Fe0.995Mn0.005As1F0.11O0.89,26.15
14958,Nb25Ti70Mo5,7.4
14960,Li0.16Zr1N1Cl1,13.8
14961,Nb3Sn0.94Al0.06,18.0
14963,Nd1.85Ce0.15Cu0.95Zn0.05O4,8.0
14964,Gd1Ba1.5Sr0.5Cu3O6.63,17.0
14965,Y1Ba2Cu2.8Fe0.2O6.93,49.0
14966,Gd0.8Ca0.05Hf0.15Ba2Cu3O6.86,80.6
14967,Tl1Sr2Ca0.8Y0.2Cu2O7,52.75
14969,La1.74Sr0.26Cu1O4,9.5875
14972,Sm1Fe1P1O1,2.5
14973,Nb0.03Tc0.97,12.8
14974,Tm1Ba2Cu3O6.86,87.2
14975,Sm1Rh4B4,2.6475
14976,Bi3Ca1,1.85
14979,Ca1.85Na0.15Cu1Cl2O2,24.225
14980,Ca0.6Na0.4Fe2As2,21.0
14982,Y1Fe4P12,7.0
14983,Ho0.7Ca0.3Ba2Cu4O8,87.0
14985,Lu5Ir4Si9C1,3.74
14986,Ce1Bi1S2F0.5O0.5,3.446
14987,Rh2Ta3,2.35
14988,Nb3Rh0.9Co0.1,1.9
14990,La2.7Ca0.6Ba2.7Cu6O14.186,74.0
14991,Y0.6Pr0.4Ba1Sr1Cu3O6.9,60.5
14992,Y1Ba1.8La0.2Cu3O7.05,77.3
14993,Na2Cs0.93C60,9.6
14995,B5Mo1.8Sc0.2,8.8
14996,Sn1Nb1Se3,3.02
14998,Ce0.916Yb0.084Co1In5,1.84
15000,Y0.85Ca0.15Ba2Cu3O6.65,83.0
15001,Ca0.857La0.143Fe2As2,44.0
15004,Y0.8Ca0.2Ba2Cu3O6.41,32.4
15006,Ca0.6Mo1S2,4.0
15009,V0.45Nb0.5Zr1,4.3
15010,Y1Ba1.6La0.4Cu3O7,32.2
15011,Bi1.95Sr1.65Pr0.4Cu1O4,35.0
15012,La1.8Sr0.2Cu0.9975Zn0.0025O4,30.2
15013,Pb0.9769Sn0.0231,7.212999999999999
15014,Pr0.8Sr0.2Fe0.9Co0.1As1O1,6.86
15015,Nb3Rh0.95Ru0.05,2.42
15016,Tm4Os4Si13,2.6
15017,Sm1Fe1As0.9P0.1F0.12O0.88,36.35
15018,Nb3Rh0.98Co0.02,2.28
15020,Na0.4H3.6Pb1.14S5.14Ta2O1.8,3.7
15021,Gd0.7Pr0.2Ca0.1Ba2Cu3O7,64.4
15022,Y0.75Ca0.25Ba2Cu2.75Co0.25O6.82,67.5
15023,Nb0.75Al0.175Ga0.075,19.1
15027,Er0.95Y0.05Pd2Sn1,1.26
15029,Li1Hf1N1Cl0.525Br0.475,22.7
15030,Ce0.84Y0.1Gd0.06Ru2,4.55
15031,K0.8Fe2Se2,31.36428571
15033,La2.92Pr0.18Tl1,6.51
15034,Dy1Ba2Cu2.9Ga0.1O6.7,68.0
15035,Eu0.6Pr0.4Ba2Cu4O8,40.0
15036,Y1Sr2Cu2.8Mo0.2O7.1,71.0
15037,Pb0.5Cu0.5Sr1La1Cu1O5.19,24.1
15038,Y1Ba2Cu3O6.46,45.0
15040,Sm1Fe0.99Ni0.01As1F0.12O0.88,45.7
15041,Ca10Pt3.42Fe9.58As18,9.87
15042,Ba0.9Na0.1Ti2Sb2O1,4.24
15043,Tb0.56Ca0.44Fe1As1O1,15.6
15045,Ti0.25Nb0.5Sb0.25,3.05
15046,Ba1Fe1.832Co0.15Mn0.018As2,13.5
15047,Nb0.37Ta0.63,5.31
15048,Y0.75Ca0.1Pr0.15Ba2Cu3O6.95,79.6
15049,Zr2Co0.75Cu0.25,4.89
15050,V0.75Si0.125Al0.125,10.4
15052,Mo0.15V0.85,2.28
15053,Bi2Sr1.76La0.24Cu1O6,24.0
15054,Y2C2Br1I1,5.08
15055,Pb0.5Sr2Ca0.5Sm0.5Cu2.5O7,62.0
15056,La7Rh3,2.59
15057,N0.99V1,7.91
15058,Nb27.5Ta27.5Ir45,3.935
15059,Co1U1,1.7
15060,Th1Ca3Ba1Cu3O9,124.5
15061,Y0.68Tb0.32Ba2Cu3O7,91.0
15062,V66.6Zr33.3,9.64
15063,Tc0.875Ti0.125,8.7
15064,Y1Ba2Cu2.8Al0.2O6.91,85.0
15065,Y0.9Pr0.1Ba2Cu3O6.8,65.6
15066,Y1.6Lu0.4Fe3Si5,1.65
15067,Bi2Sr1.8La0.2Cu1O6.3,18.0
15068,Al0.32La0.68,3.23
15069,Bi2Sr2.7Nd0.3Cu2OY,63.38
15070,Sr1Ir2As2,2.8
15071,Tl0.5Pb0.5Sr2Ca1Cu2.95Ni0.05O7,50.0
15073,La1.8Nd0.2Cu1O4.093,25.6
15074,Lu1Ni1B1C1,2.786666667
15076,Y1La0.2Ba1.8Cu3O7.57,89.6
15077,V2.742Zr0.258Ga1,9.9
15078,Y1Pd2Al3,2.2
15080,Sn0.92Ag0.05Te1,1.66
15082,Cu0.04Ta1S2,4.2
15083,Ca10Pt3.474Fe9.526As18,11.85
15085,Nb3Sn0.98Al0.02,17.9
15087,Y1Ba2Cu3.84Co0.16O8,54.3
15089,Er4Os6Sn19,1.25
15090,Bi0.1Pb0.9,7.95
15092,Yb0.8Pr0.2Ba2Cu3O6.88,79.9
15097,Ba1Pb0.75Bi0.25O3,9.9
15099,Y1Ba2Cu2.8Ni0.2O6.82,45.0
15100,Bi1Sr0.7Nd0.3Cu1OY,13.2
15101,N0.84H2.52Na1K2C60,13.0
15102,V75Si5Ga20,10.58
15104,Th1Pt4Ge12,4.71
15105,La1.8K0.2Cu1O4,41.0
15106,Ca0.85Sm0.15Fe1As2,17.6
15107,Mg1B1.924C0.076,35.78
15108,Fe2As2Ca4Mg0.75Ti2.25O7.5,42.5
15109,Hf0.025Re0.975,7.3
15110,Ca0.84La0.16Fe1As2,34.0
15111,V1Nb2Sn1,9.8
15112,Bi1.95Sr1.85Pr0.2Cu1O4,28.0
15114,Er1Ba2Cu2.64Zn0.18Fe0.18O6.95,21.0
15116,Y1CaBa2Cu3NiO6.89,91.0
15117,Sm1Fe1As1O0.85,53.23333333
15118,Pb0.9904Sb0.0096,7.29
15119,Ga7Pt3,2.9
15120,Sn0.904In0.084Te1,1.76
15122,La1Pd0.85Bi2,2.1
15123,Al1N1,1.55
15124,Na1Fe0.939Co0.061As1,13.4
15126,Bi1.6Pb0.4Sr2Cu3Ca2O10.04,45.0
15127,Er1Ni0.973Co0.054B2C1,7.2
15128,Pd27Zr73,2.6
15131,La1.3Ba1.5Ca0.2Cu3O6.92,45.0
15132,La1.25Ca0.35Ba1.4Cu3O7.108,74.3
15133,Y1Ba2Cu3F1.11O6,45.0
15134,Rb0.75Fe1.6Se1.5S0.5,28.0
15135,Mg1B1.98C0.02,37.53333333
15136,La1.74Nd0.1Ba0.16Cu1O4,16.9
15137,Pr1.85Ce0.15Cu0.98V0.02O3.98,22.3
15138,Bi2Sr2Eu1.64Ce0.36Cu2O10.26,27.0
15140,Ca0.82Pr0.18Fe1As1.98Sb0.02,26.0
15141,Cu1Co1.98Cr0.02S4,3.4
15144,Pb2Sr2Ho0.5Ca0.5Cu2.94Pt0.06O8,80.4
15146,Pb0.6Cu0.4Sr0.8La1.2Cu1O5.29,25.2
15147,Na0.75Co0.99Ir0.01H2.6O3.3,3.54
15148,Mo0.96Nb0.04Ga4,8.0
15150,Nd0.8Th0.2Fe1As1O1,43.0
15151,Y1Ba2Cu3H0.38O7,93.8
15152,Nb0.22Ti0.8,7.8
15153,Y0.9Ca0.1Ba1.8La0.2Cu3O6.97,87.0
15154,Y1Ba2Cu3.956Zn0.044O8,56.8
15155,Ga0.1Pb0.9,6.33
15156,La1C2,1.7475
15157,La1.85Sr0.15Cu0.975Ni0.025O4,19.98
15158,Pd22Zr78,2.88
15159,Nb3Ge0.1Sn0.9,17.97
15160,Sm1Ba2Cu2.9Fe0.1O6.89,66.0
15162,Ce1Bi3.5Pb0.5Te6,3.0
15164,Fe1Cr0.01Se1,10.8
15166,Th1Ir0.6Ru1.4,2.87
15167,Pr1Os2.4Ru1.6Sb12,1.16
15169,Zr1Rh1P1,1.525
15170,La1.736Nd0.116Ba0.15Cu1O4,29.0
15171,Nb0.3Ta0.7,5.15
15172,Ba0.805K0.195Fe1.738Co0.262As2,14.0
15173,Ce0.013La0.987,3.4
15174,Y1Ba2Cu2.975Zn0.025O6.93,82.8
15175,NbSn3,18.0
15176,Y1Ba2Cu4O7.95,82.0
15179,Au0.24Te0.76,1.72
15181,Ge1H0.005V3,5.8
15182,Pd2Y0.9Tm0.1Sn1,4.12
15184,Ba1Fe1.97Mn0.03As1.3P0.7,16.0
15186,Y0.86Gd0.14Ni2B2C1,10.475
15187,Sr2V1Fe1As1O2.5,20.0
15188,Fe1.03Te0.6Se0.4,14.0
15189,Fe0.95Co0.05Se1,10.0
15190,Sr2Cu1O3.1,70.0
15191,Y0.7Ca0.3Ba2Cu3O6.87,88.7
15193,Tl1Sr1.5Eu0.5Ca1Cu2O7,88.0
15195,Ba0.698Na0.302Fe2As2,18.0
15196,Bi2Sr2Cu1O6.09,10.0
15198,Eu1Rb1Fe4As4,36.0
15200,Y0.8Pr0.2Ba2Cu3O6.82,71.6
15201,Ba1Fe1.86Co0.14As2,22.4
15202,U1Ni2.02Al3,1.14
15203,Sr2Nd0.2Ca0.8Cu2F1O5,86.0
15204,Yb0.2W1Se2,2.2
15205,Nb0.8Ga0.18Ni0.02,12.4
15208,Ti1V1,6.09
15210,Na0.35Co1H2.6O3.3,4.66
15211,Bi1.6Pb0.4Sr2Cu3Ca2O10.11,84.0
15213,Sr1Si1.7Ni0.3,2.8
15214,Os0.25W0.75,3.02
15216,La0.8Y0.2Fe1As1F0.1O0.9,32.0
15218,Er0.8Pr0.2Ba2Cu3O7,76.4
15219,Hg0.92Ba2.05Cu1.03O4.065,91.6
15222,Ca1La1Ba1Cu2.8P0.2O7,90.0
15223,Y0.4Pr0.6Ba2Cu3O6.95,9.0
15224,Fe0.99Ni0.01Se0.3Te0.7,9.5
15225,Fe1Se0.93,7.0
15229,Nb0.17Ta0.83,4.65
15230,Fe1.18Te0.6Se0.4,11.6
15233,Lu5Rh4Ge10,2.79
15234,Y0.8Cd0.2Ba2Cu3O7,92.8
15236,Ba1Fe1.75Zn0.14Co0.11As2,5.0
15239,Sn0.56Pb0.24In0.2Te1,3.87
15241,Sm1.75Gd0.1Ce0.15Cu1O3.97,21.4
15242,Bi0.575Pb0.425,8.03
15243,Cu0.005V0.995,4.92
15244,Hg4K1,3.27
15245,Bi0.5Sb0.5,2.94
15246,Y2Br0.25Cl1.75C2,2.85
15248,Th0.65Y0.35,1.53
15249,Sm1Fe1As0.55P0.45H0.26O0.74,17.0
15250,Rb0.14W1O3,5.1
15251,La1.85Sr0.15Cu1FeO4,39.9
15252,Hg1Ba2Cu1O4.06,73.0
15253,Nd1.85Ce0.15Cu1O4.026,21.1
15255,Y0.85Pr0.05Ca0.1Ba2Cu4O8,83.8
15256,Pb0.2375Sn0.7125In0.05Te1,2.66
15257,Re24Ti5,6.6
15258,Ta1Se1.2Te0.8,1.585
15259,Hg1Ba2Cu1O4.16,88.0
15261,Bi0.05Pb0.95,7.388
15262,Eu1.6Ce0.4Sr2Ru1Cu2O10,32.0
15264,La3Ca0.5Cd0.5Ba3Cu7O16.375,59.0
15265,La0.15Ce0.85Ru2,5.872000000000001
15266,La1Pd0.6Ge0.14,2.8
15267,Y1Ba2Cu2.982Zn0.018OY,82.0
15268,Ir0.26Mo0.74,6.7
15269,Y1Ba1.8Cu2.8Co0.2O6.95,43.0
15271,Pb0.5Cd0.5Sr1.6Ba0.4Ca0.5Y0.5Cu2O7,36.0
